Name,Description,Note,Created,Last edited time,length,Created by,Days
我漸漸意識到我不會為了不喜歡的人而努力。,《即興》,,"October 13, 2022 5:27 PM","October 13, 2022 5:27 PM",20,imac-fly,0
一旦意識到競爭或勝負，必定會產生自卑感。,《被討厭的勇氣：自我啟發之父「阿德勒」的教導》,,"October 3, 2022 11:02 AM","May 4, 2023 1:44 PM",20,imac-fly,213
記住，潛意識不太會聽從「不要」或「不行」。,"《疼痛大解密》",,"April 20, 2023 1:06 PM","May 4, 2023 1:15 PM",21,imac-fly,14
當各種心理活動從意識領域中消失，心就清空。,"《禪學入門》",,"March 29, 2023 11:42 AM","May 4, 2023 1:15 PM",21,imac-fly,36
睡眠過程中的自戀是純粹自然的，是潛意識的。,"《睡眠、夢和死亡過程》",,"March 19, 2023 12:06 PM","April 27, 2023 3:39 PM",21,imac-fly,39
所謂的「前世」，單純視為心的無意識記憶層。,《薩古魯談業力》,,"October 29, 2022 9:05 PM","October 29, 2022 9:05 PM",21,imac-fly,0
最不受到自我意識困擾的當屬非主流藝術家了吧。,"《當代藝術大白話》",,"January 22, 2023 3:03 PM","May 2, 2023 2:05 PM",22,imac-fly,99
隨著每一次有意識的呼吸，我們就能夠感到幸福。,《諦聽與愛語》,,"November 25, 2022 12:00 PM","November 25, 2022 12:00 PM",22,imac-fly,0
該如何培養這種意識，把喜悅當成一種生存方式。,《最後一次相遇，我們只談喜悅（暢銷新版）》,,"November 17, 2022 7:08 PM","May 4, 2023 1:15 PM",22,imac-fly,167
要想翻轉現況，就必須察覺潛意識所觸發的行為。,《內心對話的力量》,,"July 1, 2022 3:02 PM","May 4, 2023 1:15 PM",22,imac-fly,306
有意識地活在當下，不讓思緒在過去或將來游移。,《剛好就能多活10年》,,"April 14, 2022 3:19 PM","April 14, 2022 3:19 PM",22,imac-fly,0
"有間接證據顯示後設認知與意識之間存在連結。","《高階覺察》",,"January 18, 2023 4:34 PM","January 18, 2023 4:34 PM",23,imac-fly,0
無意識創造了痛苦之身，但意識可以讓它打回原形。,《當下的力量（全新紀念版）》,,"November 14, 2022 12:15 PM","April 28, 2023 1:32 PM",23,imac-fly,165
有些最有用的回饋往往不請自來，甚至是無意識的。,《僧人心態》,,"July 1, 2022 1:45 PM","May 4, 2023 1:44 PM",23,imac-fly,306
覺察就是把注意力用來意識此地、此時、關係的遠近。,"《悲傷的大腦》",,"April 21, 2023 2:28 PM","April 26, 2023 7:10 PM",24,imac-fly,5
我推薦給初學者的兩種改變意識的做法是冥想與擊鼓。,"《祖先療癒》",,"April 9, 2023 4:48 PM","April 10, 2023 4:00 PM",24,imac-fly,0
"清醒夢是一種完全自然，也絕對安全的意識狀態。","《清醒夢療法》",,"March 2, 2023 1:18 AM","March 2, 2023 1:18 AM",24,imac-fly,0
人類鏡像神經元系統可瞬間下意識的理解他人的意圖。,"《為什麼要戀愛》
",,"January 9, 2023 10:08 AM","May 4, 2023 1:45 PM",24,imac-fly,115
不平等的本質不是經濟或技術，而是意識形態和政治。,"《資本與意識形態（上下冊不分售）》",,"January 2, 2023 2:07 PM","May 2, 2023 7:31 PM",24,imac-fly,120
"有意識的呼吸，是以正念滋養身體與心理的好方法。","《不思量的藝術》",,"March 28, 2023 9:31 PM","March 28, 2023 9:31 PM",25,imac-fly,0
透過思考的行動本身，關於「我」的意識才能真正顯現。,"《尼采：其人及其思想》",,"March 17, 2023 6:55 PM","May 4, 2023 1:45 PM",25,imac-fly,47
"他們的臨在都不夠強烈，以致意識不到不朽的生命。","《當下的力量（全新紀念版）》",,"February 24, 2023 12:38 PM","February 24, 2023 12:38 PM",25,imac-fly,0
彭加勒所言，我們觀察到的事實必定經過潛意識的挑選。,《禪與摩托車維修的藝術（45週年紀念版）》,,"December 27, 2022 11:37 AM","May 4, 2023 1:45 PM",25,imac-fly,128
"我們處理機器人意識的方式，可能會決定人類的未來。","《2050科幻大成真（2019年全新封面版）》",,"March 31, 2023 11:41 AM","March 31, 2023 11:41 AM",26,imac-fly,0
"潛意識像小朋友一樣，需要很多很直接的鼓勵與關注，","《一字一句，靠近潛意識》",,"February 9, 2023 12:21 PM","February 9, 2023 12:21 PM",26,imac-fly,0
有意識不認同你想改掉的習慣時，你會感受到巨大的力量。,《腦力全開》,,"November 10, 2022 10:49 PM","May 2, 2023 8:30 PM",26,imac-fly,172
存在主義現象學確實構造出一種以意識主體為中心的思潮。,《尼采到底有多後現代？》,,"October 27, 2022 6:02 PM","May 4, 2023 1:45 PM",26,imac-fly,188
科學研究一定得和某些意識型態聯手，才有蓬勃發展的可能。,"《人類大歷史》",,"May 3, 2023 6:28 PM","May 4, 2023 1:45 PM",27,imac-fly,0
"這樣的自我對話，正是潛意識智慧得以連結發生的路徑。","《你的夢，你的力量：潛意識工作者哈克的解夢書》",,"February 9, 2023 1:07 PM","February 9, 2023 1:07 PM",27,imac-fly,0
意識形態會讓人做出古怪的舉動，也能嚴重扭曲人們的認知。,《窮查理的普通常識（增修版）》,,"July 2, 2022 11:29 AM","July 2, 2022 11:29 AM",27,imac-fly,0
多數科學家認為，你的意識生活是腦內活動直接產生的結果。,《怪咖心理學3：明明沒有，為什麼看得見？：當超自然現象遇上心理學》,,"May 17, 2022 10:38 AM","May 17, 2022 10:38 AM",27,imac-fly,0
公眾的語言變得意識形態化，尼采稱為「普遍概念的癲狂」。,《尼采：其人及其思想》,,"April 11, 2022 11:17 AM","April 27, 2023 3:07 PM",27,imac-fly,381
嗑藥可以使人暫時擺脫心智的折磨，卻也讓人遠離清明的意識。,"《當下的力量（全新紀念版）》",,"February 1, 2023 4:15 PM","May 4, 2023 1:45 PM",28,imac-fly,91
愛也是一種選擇。但此選擇有賴人格的成熟才能被自身所意識。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"May 26, 2022 3:10 PM","April 11, 2023 6:39 PM",28,imac-fly,320
就是人類自己為了某些殘忍的意識型態，刻意製造出流行病來。,《人類大命運》,,"May 20, 2022 12:09 PM","May 20, 2022 12:09 PM",28,imac-fly,0
潛意識接收到環境中的訊息而形成的情緒，會影響我們做決策。,《科學脫魯法》,,"April 21, 2022 10:15 AM","May 4, 2023 1:45 PM",28,imac-fly,378
"睡眠是一種積極的現象。它是一種具有自己法則的意識狀態。","《睡眠、夢和死亡過程》",,"March 12, 2023 9:31 AM","March 12, 2023 9:31 AM",29,imac-fly,0
謂自我意識，不是空洞的意識，而應該意識到我與神的這種關係。,"《齊克果存在概念》",,"February 24, 2023 1:23 PM","April 5, 2023 5:27 PM",29,imac-fly,40
"凡是你意識之光照耀之處，任何的無意識模式就會迅速瓦解。","《當下的力量（全新紀念版）》",,"January 25, 2023 9:18 AM","January 25, 2023 9:18 AM",29,imac-fly,0
產生意識的主要是大腦與其環境之間的關係，即大腦－世界關係。,《病腦啟示》,,"May 12, 2022 6:59 PM","April 26, 2023 7:52 PM",29,imac-fly,349
"時間意識。在我們睡著跟我們清醒的時候，時間是很不相同的。","《睡眠、夢和死亡過程》",,"April 11, 2023 11:40 AM","April 11, 2023 11:40 AM",30,imac-fly,0
正向態度並不能真切反映我們的狀態或心情，它只是一種意識形態。,"《失控的正向思考》",,"March 30, 2023 12:56 PM","May 4, 2023 1:46 PM",30,imac-fly,35
"無意識的祕密造成的損害，比有意識的祕密造成的傷害還大。我","《榮格論現代人的心靈問題》",,"February 20, 2023 9:42 AM","February 20, 2023 9:42 AM",30,imac-fly,0
人智學是一門有關人類跟萬物生命本質，以及意識演化歷史的發展。,"《慈心華德福的教育夢土》",,"February 11, 2023 10:03 PM","May 4, 2023 1:46 PM",30,imac-fly,81
在潛意識的世界裡，透過有選擇的提供，會自然的讓心自由了起來。,"《一字一句，靠近潛意識》",,"February 9, 2023 12:20 PM","April 27, 2023 3:41 PM",30,imac-fly,77
正念有助於我們保護心靈的寧靜，避免意識裡的負面種子受到灌溉。,《我真正的家，就在當下》,,"November 25, 2022 2:22 PM","May 4, 2023 1:46 PM",30,imac-fly,159
尼采認為，語言與意識是同步發展的，它的作用是充當傳達的標記。,《尼采在世紀的轉折點上》,,"October 27, 2022 5:03 PM","May 4, 2023 1:46 PM",30,imac-fly,188
你永遠會得到你潛意識裡想要的東西，而不是你嘴上說想要的東西。,《有錢人想的和你不一樣》,,"June 28, 2022 12:18 AM","June 28, 2022 12:18 AM",30,imac-fly,0
精神崩潰的發生往往是由於無意識的反作用徹底癱瘓了意識的行動。,《榮格論心理類型》,,"April 12, 2022 6:34 PM","May 4, 2023 1:46 PM",30,imac-fly,386
"社會經濟現實及日常生活一旦不同，培養出的意識狀態也就不同。","《人類大命運（增訂版）》",,"May 4, 2023 11:36 AM","May 4, 2023 11:36 AM",31,imac-fly,0
越努力避免想起逝者，就越容易在思緒四處漫遊時無意識地想起他們。,"《悲傷的大腦》",,"April 21, 2023 2:29 PM","May 4, 2023 1:46 PM",31,imac-fly,12
"有意識地選擇你想要親近的人事物，是找到更多喜悅空間的關鍵。","《不思量的藝術》",,"March 28, 2023 9:30 PM","March 28, 2023 9:30 PM",31,imac-fly,0
不要思考，只要去感覺就好，這樣可以讓你從心智手中把意識奪回來。,"《當下的力量（全新紀念版）》",,"February 24, 2023 12:37 PM","May 4, 2023 1:46 PM",31,imac-fly,69
藝術本來就超越觀念，超越意識形態，有其自主的天地，也就是形象。,《論創作》,,"June 20, 2022 10:32 PM","June 20, 2022 10:32 PM",31,imac-fly,0
唯一能讓人保持意識清醒並凝固生命經歷的機會。創作，就是活兩次。,《薛西弗斯的神話》,,"June 7, 2022 10:36 AM","June 7, 2022 10:36 AM",31,imac-fly,0
倘若無法意識到無意識，它就會指揮你的生活，然後你會稱之為命運。,《原子習慣》,,"May 10, 2022 12:36 PM","May 10, 2022 12:36 PM",31,imac-fly,0
正念冥想是一種完全處於當下的練習，充分意識到自己和周圍的環境。,《一流的人如何保持顛峰》,,"May 2, 2022 2:47 PM","May 2, 2022 2:47 PM",31,imac-fly,0
"過程思維的人如果意識到「我累了」，則立刻回到執行任務的過程。","《如何成為不完美主義者》",,"April 4, 2023 3:51 PM","April 4, 2023 3:51 PM",32,imac-fly,0
非智力因素培養中的性格因素、挫折教育、任務意識及規則意識的培養。,"《兒童心理發展與家庭教育智慧》",,"March 29, 2023 3:02 PM","April 26, 2023 10:48 AM",32,imac-fly,27
"所有潛在的欲望都躲在潛意識中，等待讓它們得到滿足的機會到來。","《大師在喜馬拉雅山》",,"February 15, 2023 10:30 PM","February 15, 2023 10:30 PM",32,imac-fly,0
這樣看來，意識根本不是「什麼東西」，而是一種「關乎什麼」的活動。,《我們在存在主義咖啡館：那些關於自由、哲學家與存在主義的故事》,,"October 21, 2022 11:53 PM","October 21, 2022 11:53 PM",32,imac-fly,0
所謂有意識的生活，是在他人的決定影響我們之前，為自己做主的本事。,《子彈思考整理術》,,"July 9, 2022 2:22 PM","May 4, 2023 1:46 PM",32,imac-fly,298
歷史研究最重要的目的，其實是讓我們意識到一些通常不會考慮的可能。,《人類大命運》,,"May 29, 2022 9:14 PM","May 29, 2022 9:14 PM",32,imac-fly,0
潛意識最大的作用，就是能幫助我們創造出正面、討人喜歡的自我形象。,《潛意識正在控制你的行為》,,"May 17, 2022 6:31 AM","May 17, 2022 6:31 AM",32,imac-fly,0
人能否在意識到生活的無意義的情況下，仍然義無反顧地繼續存活下去。,《茶水間遇見海德格》,,"April 14, 2022 1:56 PM","May 4, 2023 1:46 PM",32,imac-fly,384
