Name,Description,Note,Created,Last edited time,length,Created by,Days
我們不可能在沒有真正了解一個人的情況下尊重對方：如果沒有了解的引導，照顧和責任就是盲目的。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"November 30, 2022 5:19 PM","November 30, 2022 5:19 PM",45,imac-fly,0
"永遠不要去追問，妳根本不能承受的答案。每個人都有祕密，我尊重你，而我也會保有自己的祕密。","《獨立，不等於跟愛情誓不兩立！》",,"February 11, 2023 9:11 AM","February 11, 2023 9:11 AM",46,imac-fly,0
你有責任尊重你情人的其他關係，特別是他們的生活伴侶，你也有責任待他們以尊重、同理與開闊的心。,《道德浪女》,,"June 24, 2022 10:58 AM","June 24, 2022 10:58 AM",46,imac-fly,0
"長輩也知道，現在不可能回到以前的時代，但他只是需要被尊重，不希望被強迫改變，而是要有選擇。","《我的99個私抽屜》",,"March 10, 2023 2:11 PM","March 10, 2023 2:11 PM",47,imac-fly,0
我有了尊重歷史進程的正向態度，渴望去理解一般來說現實層面上會如何運作，想總結出永恆、普遍的處理原則。,《原則》,,"June 21, 2022 5:12 PM","June 21, 2022 5:12 PM",50,imac-fly,0
"讓我們愈來愈能進入沉思、尊重寂靜無聲的狀態。在這個過程中，沉靜的聆聽者將能發現更多可以聆聽的事物。","《聽見聲音的地景》",,"January 24, 2023 8:36 PM","January 24, 2023 8:36 PM",51,imac-fly,0
"我們只是必須正念分明地小便，對我們自己以及周圍的一切懷著深深的尊重。所以我現在可以在大自然裡小便了，","《一行禪師講金剛經》",,"March 29, 2023 11:04 AM","March 29, 2023 11:04 AM",52,imac-fly,0
"不要虐待自己的身體，要以尊重的態度善待它。不要認為自己的身體只是一種工具，要養精蓄銳以實踐真理之道。","《橘子禪》",,"March 6, 2023 11:51 PM","March 6, 2023 11:51 PM",52,imac-fly,0
"當你尊重公司追求的未來，且與自己的理念契合時，無論是精神上還是經濟上才能得到滿足，並積極的展開行動。","《松浦彌太郎：我對投資的想法》",,"January 14, 2023 10:42 AM","January 14, 2023 10:42 AM",52,imac-fly,0
"不禁令人質疑心智被預設的知識優越性。如今我們進一步退兩步地開始尊重起「身體的智慧」，但心智確定是有智慧","《老到可以死》",,"March 30, 2023 12:30 PM","March 30, 2023 12:30 PM",53,imac-fly,0
請跟出現在你生命中的人討論你們的協議，協商出某些條件、環境與行為，來滿足自己的需求，同時尊重每個人的界線。,《道德浪女》,,"June 20, 2022 1:09 PM","June 20, 2022 1:09 PM",53,imac-fly,0
"限制雖然不會形成我的認同，但我會尊重那些限制背後想要達到的價值，然後我用一種新的方法，去達成同樣的價值。","《我的99個私抽屜》",,"March 12, 2023 2:08 PM","March 12, 2023 2:08 PM",54,imac-fly,0
展示是在堅持自我價值、堅守原則的情形下，也能對別人的意見給予尊重，再視乎這些意見的建設性，自己決定要不要改進。,《男人的愛情研究室》,,"July 17, 2022 9:28 AM","July 17, 2022 9:28 AM",55,imac-fly,0
我們以美感和目的論的觀點，對於物質世界產生歡悅的幻想，發現世界也許不是和我們漠不相關，而是尊重我們的認知能力的。,"《美感的意識形態》",,"March 4, 2023 4:04 PM","May 2, 2023 8:26 AM",56,imac-fly,58
你有責任從事安全性行為：主動提及潛在的伴侶，決定自己可接受的風險程度，尊重其他人的選擇，學著使用必要的小小橡膠。,《道德浪女》,,"June 24, 2022 10:59 AM","June 24, 2022 10:59 AM",56,imac-fly,0
"作為成年人擁有安全依戀風格與感情滿意度和平衡水平更高、更具同理心、對伴侶更尊重和寬容、以及更高的性滿足度相關。","《Polysecure》",,"April 27, 2023 11:39 AM","April 27, 2023 11:39 AM",57,imac-fly,0
治良好、尊重合約精神、私人財產權的保障、政府廉能、暗殺率低、自由貿易、資本流通、具有投資誘因等，而成為富強的國家。,《槍炮、病菌與鋼鐵〔25週年暢銷紀念版〕》,,"November 23, 2022 6:57 PM","May 2, 2023 8:26 AM",57,imac-fly,159
"越是自己不滿意的部分，越需要深入檢視，尊重那個部分扮演的角色，理解其意義並心懷感激，我們才能和每個部分和平共處。","《比起喜歡自己，我有更多討厭自己的日子》",,"January 19, 2023 6:03 PM","January 19, 2023 6:03 PM",58,imac-fly,0
我們與這些愛人絕不可能結婚，但當我們體會到我們之間的愛、尊重與珍惜時，這種性愛友誼不僅成為可能，甚至成為我們的偏好。,《道德浪女》,,"June 12, 2022 12:36 PM","May 2, 2023 8:26 AM",58,imac-fly,323
生態性愛（ecosex）是很多我這個年紀的人的新典範：把地球當作我們力大無窮的愛人，以溫柔與尊重來報答她的豐富能源。,《道德浪女》,,"June 8, 2022 12:59 PM","May 2, 2023 8:26 AM",58,imac-fly,327
"盧森堡才會要我們問問自己：「我生氣，是什麼『需要』沒有獲得滿足？我需要什麼？」答案絕非是我需要「被你尊重」這麼簡單。","《我想跟你好好說話》",,"April 12, 2023 10:38 PM","April 12, 2023 10:38 PM",60,imac-fly,0
"唯一能讓學生還願意聽老師講話的方法，就是老師願意聽學生講話。也就是，老師尊重學生的學習動機，而且真的可以促進他的學習。","《我的99個私抽屜》",,"March 10, 2023 9:00 PM","March 10, 2023 9:00 PM",61,imac-fly,0
"對我來說，這些限制雖然不會形成我的認同，但我會尊重那些限制背後想要達到的價值，然後我用一種新的方法，去達成同樣的價值。","《我的99個私抽屜》",,"March 10, 2023 7:07 PM","March 10, 2023 7:07 PM",61,imac-fly,0
除了給予之外，愛的主動積極性也明確顯示在它總是包含著的另外幾個基本元素：照顧、責任、尊重和了解。它們是一切形式的愛所共有。,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"December 10, 2022 12:23 PM","December 10, 2022 12:23 PM",61,imac-fly,0
當孩子嚎啕大哭，最好的方式是接納他，陪他安靜的哭。孩子的哭是一種需要，要被尊重與接納，要被處理的不是哭泣，而是裡面受傷的心。,"《家有學前兒：好好表達情緒》",,"April 13, 2023 10:27 PM","April 14, 2023 8:31 AM",62,imac-fly,0
"不是每一個人的需求都能獲得滿足，也不是每一個問題都能迎刃而解，然而我們可以選擇處理衝突的方式，讓所有人的需求都獲得尊重。","《在殘酷的世界中挖掘生命的美好》",,"March 29, 2023 9:58 AM","March 29, 2023 9:58 AM",62,imac-fly,0
三角關係裡的我們三人日後回看，都自豪於我們能夠給彼此空間與尊重，來處理生命中的變局，即使那個改變起先看來對三人都是致命威脅。,《道德浪女》,,"December 27, 2022 4:11 PM","December 27, 2022 4:11 PM",62,imac-fly,0
但追根究柢，一切都與尊重兩個字有關，而表達尊重最簡單的方式，就是透過語氣。對醫師來說，最能破壞醫病關係的語氣就是高高在上的態度。,"《禮貌的力量》",,"January 20, 2023 12:04 PM","May 2, 2023 8:27 AM",64,imac-fly,101
懷抱希望的人都應該受到尊重。我想要自由—能夠滿足任何打動我心之狂想的自由，能夠探索到世界最遠角落的自由，找到它的美麗、歡樂和傳奇,能夠滿足任何打動我心之狂想的自由，能夠探索到世界最遠角落的自由，找到它的美麗、歡樂和傳奇,,"November 27, 2022 8:22 PM","January 18, 2023 8:09 AM",64,imac-fly,51
帶領者謹慎的觀察團體的回饋過程，並確保成員遵守團體的「黃金規則」，以及在尊重每位成員都能夠保有做自己的空間下，維持團體順暢進行。,《減害心理治療》,,"October 19, 2022 5:28 PM","October 19, 2022 5:28 PM",64,imac-fly,0
"她們身處的環境，女性會因為其他事，像是美貌、人母身分、智慧等等，獲得有條件的尊重，但可以說女性的最終目標是增加男性的歡愉程度。","《性、謊言、柏金包》",,"January 27, 2023 6:08 PM","January 27, 2023 6:08 PM",65,imac-fly,0
有當我已經達到了獨立的境界，我才可能尊重別人。我必須先能自己站立，自己行走，不需要柺杖，沒有了支配和剝削別人的心態，才可能尊重別人,《愛的藝術（史上最暢銷心理學不朽經典世紀新譯本）》,,"December 15, 2022 12:59 PM","December 15, 2022 12:59 PM",65,imac-fly,0
對人類來說，繁衍不是順利成熟的衡量標準。保障安全、確立階級、用尊重的態度溝通性需求，以及明白自力更生的滿足感，才是成年的真正標誌。,《動物們的青春》,,"July 25, 2022 2:27 PM","July 25, 2022 2:27 PM",65,imac-fly,0
我們會對自己說一些永遠不會對別人說的話，我們都知道「己所不欲勿施於人」的金科玉律。容我再說一次：「用你給別人的愛和尊重來對待自己。」,《僧人心態》,,"June 11, 2022 9:50 AM","June 11, 2022 9:50 AM",66,imac-fly,0
"廣場辯論的基本規範：有禮、尊重、不可以大吼大叫、禁止長篇大論，讓每個人都有時間發表意見，以免排擠他人運用這個新生的言論自由的機會。","《憤怒與希望》",,"March 11, 2023 2:38 PM","March 11, 2023 2:38 PM",67,imac-fly,0
"假如你自己都覺得你的需求是負擔了，別人很難會有不一樣的看法；反之，假如你提出要求時能確保自己尊重雙方的需求，那就比較有可能如願以償。","《在殘酷的世界中挖掘生命的美好》",,"March 29, 2023 10:15 AM","March 29, 2023 10:15 AM",68,imac-fly,0
所以你要找到你心裡的「佛」，祂沒有那些「應該」的「念」，只有「尊重對方的決定，再做出自己的決定」。而所謂的「應該」，其實那就是「自我」。,"《金剛經》",,"February 12, 2023 7:29 PM","May 2, 2023 8:27 AM",68,imac-fly,78
尊重目前所在的位置和想去的地方。我們不是要大刀闊斧的改變（雖然會有那麼一天），只要配合現況，這份工作、這幢房子、這段感情，以創意採取行動。,《創作，是心靈療癒的旅程》,,"December 16, 2022 12:23 AM","December 16, 2022 12:23 AM",69,imac-fly,0
"要迴避討厭的人比過去更加容易，當你未考量對方的利益時，對方很快便能感受到。如今的社會要求更高，要求我們尊重彼此關係，以彼此的共同利益為重。","《別自個兒用餐》",,"January 27, 2023 12:07 PM","January 27, 2023 12:07 PM",71,imac-fly,0
